ELE,LAM,0.82
LAM,WLO,0.63
WLO,EMB,0.71
EMB,CHX,0.37
CHX,PIC,0.55
PIC,OXC,0.97
OXC,RPK,0.87
RPK,BST,0.88
BST,MYB,0.5
MYB,ERB,0.45
ERB,PAD,0.72
PAD,WAR,0.88
WAR,MDV,0.79
MDV,KPK,0.88
KPK,QPK,0.79
QPK,KGN,1.32
KGN,WJN,1.5
WJN,HSD,1.05
HSD,SPK,1.53
SPK,WEM,1.71
WEM,NWM,1.27
NWM,SKT,0.9
SKT,KNT,1.4
KNT,HAW,1.74
HAW,HSL,1.6
HSL,HAT,1.2
HAT,CPP,2.4
CPP,BSY,2
BSY,WTH,1.2
WTH,WTJ,1.6
