STA,CPK,1.27
CPK,QBY,1.71
QBY,KBY,1.33
KBY,WPK,2.85
WPK,NEA,2.29
NEA,DHL,0.85
DHL,WLG,1.21
WLG,KIL,1.19
KIL,WHD,1.09
WHD,FRD,0.61
FRD,SWC,0.61
SWC,SJW,0.92
SJW,BST,2.06
BST,BDS,1.66
BDS,GPK,1.37
GPK,CHX,1.09
GPK,WMS,1.33
WMS,WLO,0.96
WLO,SWK,0.44
SWK,LON,1.25
LON,BER,1.93
BER,CWR,1.06
CWR,CWF,2.41
CWF,NGW,1.71
NGW,CNT,1.71
CNT,WHM,1.58
WHM,SFD,1.54
